"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Z2 Run, MAF Test","Run","Maximum Aerobic Function (MAF) Test: how fast you run without going anaerobic at all. This test can be done on the track or the treadmill. (Track is preferable). Warmup with 15 minutes easy running. TEST: Run 3 miles continuous in the last few beats of your Aerobic Heart Rate Zone 2. Do not go over zone 2! Cool down with 5-10 minutes of easy running. Record the Total Time for three miles as well as mile splits. If done on the treadmill, get total time and average speed, if possible. Run on a 1% incline for MAF Test if done on the treadmill.","1","","2018-03-29","","11795.8603515625","","",""," *03/30/2018 Keith Kruelskie: 3 miles at 6:46/mile*","0.952623903751373","3.44000005722046","","89","","138","158","","","0.91334100461909","87.94","33","17","4","0","0","","","","","","","","","","","","","","","","",""
"","Custom","Prefer long bike on this day if possible.","","","2018-03-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Quality long bike: LT/V02 Max Mixed workout, 6s","Bike","Lactate Threshold and V02 Max Mixed Workout. Warmup 15 minutes easy. Ride 60 minutes in Aerobic Zone 2, then do 4 X 30 second pickups with 1 minute recovery between each. Ride a few minutes easy, stop and stretch if feeling tight. Main Workout: Bike 6 x 30 seconds very hard at RPE 9 without worrying about heartrate. Take 1 minute between intervals. Take 2 minutes easy after all 5. Bike 6 X 1 minute working up to zone 4+ Take 1 minute between intervals. Take two minutes easy after all 5. Bike 3 X 3 minutes above LT Take two minutes easy between and after. Bike a 6 min threshold interval around your LT. Ride any remaining time in zones 1-2 Cool down with 10 minutes easy spinning.","2.33333333333333","","2018-03-30","","0","215","408","1839.842","","2.37274837493896","0","","89","","128","155","","","0.73003211289271","126.24","126","11","1","0","0","","","","","","49","48","4","10","14","0","","","","","",""
"Hike -","Walk","","3","","2018-03-31","","10245.2802734375","","",""," *03/31/2018 Keith Kruelskie: Avg HR: 92 Z1: 80-138*","3.29148077964783","0.865000009536743","","40","","92","143","","","0.234076721469922","20.58","197","0","0","0","0","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","","","2018-03-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Recovery Brick Run","Run","Transition from biking to running asap. Keep run in Zone 1. Keep cadence quick. Walk 5 minutes easy for cooldown.","0.5","","2018-03-31","","5809.58984375","","",""," *03/31/2018 Keith Kruelskie: Avg HR:130 Z1: below 138*","0.526072204113007","3.06800007820129","","88","","130","143","","","0.824153721053908","38.96","30","0","0","0","0","","","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","1.16666666666667","","2018-03-31","","0","203","471","853.975"," *03/31/2018 Keith Kruelskie: Avg HR: 135 Z2: 135-145*","1.16761243343353","0","","89","","127","142","","","0.659397509269378","50.41","69","0","0","0","0","","","","","","18","33","2","0","1","0","","","","","",""
"Strength, back/core/upper body/TRX","Strength","Perform back, core, and upper body exercises. Examples include crunches, planks, push ups, bicep curls, tricep extensions, lat pulldowns, shoulder raises, etc. Do these at high rep, low weight. Circuit format is best. Can be TRX exercises","0.416666666666667","","2018-04-01","","","","","","","0.416666666666667","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Other","Possible Vacation - Birthday Weekend. Skiing and running possible.","","","2018-04-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The MACH 5 MONDAY ""CHECK-IN""","Other","The 5 in ""MACH 5"" refers to the five fundamental areas in life that affect athletic performance including training, health/rest, nutrition, balance, and mental/emotional. Please give me some details about the following 5 areas for today/last week: . 1) Training: how do you feel in general about your recent training and motivation? .Motivation pretty high. 2) Health/Restoration: How many hours of sleep have you been getting the last few nights and how is the quality of your sleep? 7-8 Are you stretching? Yes Do you have any sniffles/sore throat/cough/abnormal fatigue, etc? Nothing abnormal Do you have any problem areas, muscularly or otherwise? No . 3) Nutrition, how has your nutrition been the last few days? Poor over the weekend as I was celebrating What was your morning weight? .Not sure I want to look at it after a weekend with beer and pizza but last week I weighed 180 4) Life/Balance: How has your life-balance of work/school/family/play/stress/etc been this last week? Girlfriend is very aware of my dietary and sleep needs, and wants to go to South Africa as bad as I do. Friends understand for now lol . 5) Mental/Emotional: how ya feeling in general? Anything affecting your training or racing that I should be aware of? Emotionally very strong, focused on the upcoming races, and visualizing racing constantly","0.0833333333333333","","2018-04-02","","","","","","","0.0833333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BUILD WEEK 1, 10 weeks from Boulder","Other","","","","2018-04-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","0.333333333333333","","2018-04-02","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim, Aerobic Strength 6 x 300 {3200}","Swim","Warm up 400 easy 8x50 Alternate 50 stroke/drill, 50 free 100 easy kick Main strength set: 6x300 pull with buoy done as: odds are with paddles, evens are only buoy 3 x 100 kick alternating 50 easy/50 hard 200 choice cool down","1","2926.080078125","2018-04-02","","2926.080078125","","","","","0.801252504189809","1.01415658624861","","22","","","","","","0.776561990792419","37.52","","","","","","","","","","","","","","","","","","","","","",""
"Strength, back/core/upper body/TRX","Strength","Perform back, core, and upper body exercises. Examples include crunches, planks, push ups, bicep curls, tricep extensions, lat pulldowns, shoulder raises, etc. Do these at high rep, low weight. Circuit format is best. Can be TRX exercises","0.416666666666667","","2018-04-02","","","","","","","0.416666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike, Z3 Tempo/BSE Intervals","Bike","Warmup 15 minutes easy spinning. Ride 20 minutes in Aerobic Zone 2, then do 4 X 30 second pickups with 1 minute recovery between each. Ride a few minutes easy, stop and stretch if feeling tight. Bike 4 X 2 miles (or 5 minutes) building from high zone 3 to Best Sustainable Effort. Ride 1 mile or 2.5 minutes easy recovery between intervals. Ride any remaining time in Zone 2. Cool down 10 minutes in easy.","1.5","","2018-04-03","","0","221","392","1196.445","","1.50074243545532","0","","88","","134","164","","","0.749402044323475","83.9","63","8","10","0","0","","","","","","27","26","7","14","6","0","","","","","",""
"~Recovery Run","Run","Keep run at no harder than 80% effort by feel. Keep cadence quick.","0.583333333333333","","2018-04-03","","6860.14013671875","","","","","0.587968349456787","3.2409999370575","","89","","134","143","","","0.860944331146176","47.65","34","0","0","0","0","","","","","","","","","","","","","","","","",""
"Hack Squats and Lunges after Bike and Run","Strength","Do 3 sets of 15 reps of hack squats and lunges. Use enough weight in dumbbells to feel a solid burn by the end of each set. Rest 45 seconds between each.","0.333333333333333","","2018-04-03","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Low Z2 Aerobic Run","Run","Warmup 10 minutes easy. Run endurance pace in low Aerobic Zone 2. Breathing stays very comfortable! Walk some after the run. Cadence is 90+ steps per minute.","0.833333333333333","","2018-04-04","","10886.2197265625","","",""," *04/04/2018 Keith Kruelskie: Avg HR:145 Z2: 145-155*","0.83479642868042","3.62199997901917","","90","","145","158","","","0.96421307753479","85.61","7","33","1","0","0","","","","","","","","","","","","","","","","",""
"Swim, Mix it up Steady/Fast {4500}","Swim","Warm up 400 free, 200 backstroke, 100 breastroke - all easy pace, 10s RI 4x25 fly on 15s RI Kick Set, with fins, done twice Through: 200 steady on 10s RI 2x50 fast with board on 10s RI Pull Set, 3 times Through: 400 pull alt by 100 easy / steady - 20s RI 2x50 fast on 10s RI Transition with 200 easy swim with fins Main Set 3 x [4x100] Swim #1 and #2 free mod-hard on 10s RI Swim #3 is free easy pace, DPS on 15s RI Swim #4 - IM or 100 Build, your choice Take 30s RI between sets Cool Down with 200 easy mix of strokes","1.25","4114.7998046875","2018-04-04","","4114.80010986328","","","","","1.08193306141429","1.05620112839673","","22","","","","","","0.808737671393743","57.23","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Aerobic Bike with Big Gear efforts, 3 x 10 [low zone 3]","Bike","Warmup 15 minutes easy. Ride in Zone 2 today, pushing to the upper half of Zone 2 if feeling good. A little riding in low zone 3 during the big gear efforts is okay, but don't force it. Include 3 x 10 minutes at ""big gear"" efforts in low to mid zone 3. Shift into a gear that puts your cadence approximately at 65-75 rpm. Focus on smooth, steady pedal strokes. Ride 5 minutes high cadence in between efforts in Z2 Cool down 10 min with high cadence zone 1 riding.","1.5","","2018-04-05","","0","221","326","1192.438","","1.50124835968018","0","","87","","134","156","","","0.725500678663833","78.55","52","27","1","0","0","","","","","","18","29","24","7","0","0","","","","","",""
"Hiking","Other","","2.5","","2018-04-05","","7722.5498046875","","",""," *04/05/2018 Keith Kruelskie: Avg HR: 85*","2.52453231811523","0.850000023841858","","36","","85","133","","","0.535331760600641","82.02","151","0","0","0","0","","","","","","","","","","","","","","","","",""
"Swim, Recovery 4 x 300, 4 x 200 {3100}","Swim","Warmup 400 freestyle, 100 choice, 100 pull Swim 4 X 300 easy, with up to 1 minute rest in-between. 4 x 200 done as 50 free/50 free drill/50 free/50 stroke. 15 sec RI Pull 3 X 100 with buoy. Cool down easy 200 easy choice.","0.833333333333333","2834.63989257813","2018-04-06","","2834.64007568359","","","","","0.805301668047905","0.977496813053565","","21","","","","","","0.748511792169831","33.77","","","","","","","","","","","","","","","","","","","","","",""
"Strength, back/core/upper body/TRX","Strength","Perform back, core, and upper body exercises. Examples include crunches, planks, push ups, bicep curls, tricep extensions, lat pulldowns, shoulder raises, etc. Do these at high rep, low weight. Circuit format is best. Can be TRX exercises","0.416666666666667","","2018-04-06","","","","","","","0.416666666666667","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z2 Aerobic Brick Run or separated [if schedule allows]","Run","Transition from biking to running asap. Keep run in Aerobic Zone 2. Keep cadence quick. Walk 5-10 minutes easy for cool-down.","1","","2018-04-06","","5808.669921875","","",""," *04/06/2018 Keith Kruelskie: Felt fatigued. Heart rate spiked early then wouldn’t come up after that...*","0.503341376781464","3.20600008964539","","87","","135","159","","","0.857645053649589","40.32","20","5","2","0","0","","","","","","","","","","","","","","","","",""
"Z2 Bike, Aerobic Ride","Bike","Warmup up 10 minutes light spinning. Ride in Aerobic Zone 2. Progress from low to high Zone 2 throughout the workout. Throw in a 15 second pickup every 15 minutes. Cool down 10 minutes easy. Cadence range is 80-105 rpm, with cadence mostly in the 90s. Log average HR in the Post-Activity Comments.","5","","2018-04-07","","0","190","373","3424.067","","5.00879335403442","0","","93","","130","150","","","0.613964835657568","188.06","266","3","0","0","0","","","","","","135","72","4","2","1","0","","","","","",""
"Z3/Z2 Brick Run with 10 minutes of speedwork","Run","Transition from biking to running asap. Run the first 10 minutes progressing from low to high Zone 3. Then settle down and let your pace slowly get back into Zone 2 for the remainder of the run. Keep cadence quick. Walk 5 minutes easy for cooldown.","0.333333333333333","","2018-04-07","","4451.83984375","","","","","0.335262775421143","3.68899989128113","","88","","155","168","","","0.999611864117821","36.11","1","8","11","0","0","","","","","","","","","","","","","","","","",""
"Long low Z2 Easy Aerobic Run","Run","Warmup 15 minutes easy. Run endurance pace in low Aerobic Zone 2. Keep the run easy today. Do not push the pace or intensity. Breathing stays very comfortable! Walk some after the run. Cadence is 90+ steps per minute. Try to include some rolling hills today.","1.33333333333333","","2018-04-08","","17099.9296875","","",""," *04/08/2018 Keith Kruelskie: Hr: 146 Z2: 145-155* *04/08/2018 Keith Kruelskie: Elevation Gain: 387ft*","1.34556138515472","3.52999997138977","","90","","146","162","","","0.943642859367293","133.72","6","49","5","0","0","","","","","","","","","","","","","","","","",""
"Bike, Z1 Recovery","Bike","Easy bike in Active Recovery Zone. Very light effort on the pedals. Low heartrate and easy pace.","1","","2018-04-08","","0","150","230","541.06"," *04/08/2018 Keith Kruelskie: Avg HR: 118 Z1: below 128*","1.00063169002533","0","","89","","118","133","","","0.495333979071536","24.43","60","0","0","0","0","","","","","","56","0","0","0","0","0","","","","","",""
"Z2 Brick Run","Run","Transition from biking to running asap. Keep run in Aerobic Zone 2. Keep cadence quick. Walk 5-10 minutes easy for cool-down.","0.666666666666667","","2018-04-08","","8256.9404296875","","",""," *04/08/2018 Keith Kruelskie: Avg HR: 145 Z2: 145-155*","0.667593061923981","3.43600010871887","","89","","145","159","","","0.928376994761014","63.12","5","18","1","0","0","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","0.333333","","2018-04-08","","","","","","","0.333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Swim, Recovery Z1 {2000}","Swim","500 Swim 100 Kick 300 Open Water Swim Drill 300 Pull 8x50 Swim @ 10 seconds rest 4 x 100 descend 1-4 @ 15 seconds rest 200 Easy Keep all this at recovery effort","0.5","1829","2018-04-08","","1920.24005126953","","",""," *04/08/2018 Keith Kruelskie: Shared a lane with a pro*","0.527225556373596","1.01127539130387","","22","","","","","","0.774494597084678","24.49","","","","","","","","","","","","","","","","","","","","","",""
"BUILD WEEK 2, 4 weeks and 9 weeks from Boulder","Other","","","","2018-04-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"The MACH 5 MONDAY ""CHECK-IN""","Other","The 5 in ""MACH 5"" refers to the five fundamental areas in life that affect athletic performance including training, health/rest, nutrition, balance, and mental/emotional. Please give me some details about the following 5 areas for today/last week: . 1) Training: how do you feel in general about your recent training and motivation? .Motivation pretty high. 2) Health/Restoration: How many hours of sleep have you been getting the last few nights and how is the quality of your sleep? 7-8 Are you stretching? Yes Do you have any sniffles/sore throat/cough/abnormal fatigue, etc? Nothing abnormal Do you have any problem areas, muscularly or otherwise? No . 3) Nutrition, how has your nutrition been the last few days? Poor over the weekend as I was celebrating What was your morning weight? .Not sure I want to look at it after a weekend with beer and pizza but last week I weighed 180 4) Life/Balance: How has your life-balance of work/school/family/play/stress/etc been this last week? Girlfriend is very aware of my dietary and sleep needs, and wants to go to South Africa as bad as I do. Friends understand for now lol . 5) Mental/Emotional: how ya feeling in general? Anything affecting your training or racing that I should be aware of? Emotionally very strong, focused on the upcoming races, and visualizing racing constantly","0.0833333333333333","","2018-04-09","","","","","","","0.0833333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MASTERS or Swim, Aerobic Strength 12 x 200 {4000}","Swim","Warmup 8x100 alt free / non-free, first four easy on 5s rest, last four steady on 10s rest 4x50 alt kick (back/side) / swim on 10s rest 8x50 alt drill (three stroke change/fists) / swim on 10s rest Main Set, 12x200 done as: 3x200 buoy breathing every 5th stroke on 20s rest steady 3x200 buoy and paddles (or band) breathing every 3rd stroke on 20s rest steady 3x200 descending buoy - steady on 10s rest, mod-hard on 20s rest, hard on 30s rest 3x200 no gear, building each 50, build to mod-hard (not hard) on 30s rest Cool down 4 x 50 non free","1.25","3658","2018-04-09","","3657.60009765625","","","","","1.02681945078903","0.989304470413032","","23","","","","","","0.757463056556488","44.63","","","","","","","","","","","","","","","","","","","","","",""
"Strength, core/upper body","Strength","Perform 20 minutes of core work, including abdominal and back exercises. Also include some arm exercises like pushups, bicep curls, tricep extensions, lat pulldowns, and shoulder raises.","0.416667","","2018-04-09","","","","","","","0.416667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Masters Swim...let me know if you need swim workouts [can add 1000 before or after]","Swim","Swim Masters workout. Try to swim the majority of your workouts aerobically (7-8 in perceived exertion on a scale of 1-10. One (but never more than 2) hard anaerobic workouts per week is good. Try to pull more than kick. Log the details of the main set, plust total yardage and estimated swim time.","1","3657.60009765625","2018-04-10","","3657.60009765625","","",""," *04/10/2018 Keith Kruelskie: No Masters on Tuesday, will do Mondays set* *04/10/2018 Keith Kruelskie: 200s are nice!*","0.974754449526469","1.04203973165433","","22","","","","","","0.797921774149533","49.52","","","","","","","","","","","","","","","","","","","","","",""
"ZR Recovery Bike with Tabata Intervals","Bike","Warmup 10 minutes easy spinning.Ride easy today in Recovery Zone 1. Include two sets of alternating: 30 seconds max effort with 30 seconds easy. Do these 4 times in a row (so 1 round totals to 4 minutes) Cool down 5 minutes easy spinning.","1","","2018-04-10","","0","180","530","646.612","","1.00061023235321","0","","88","","119","159","","","0.702449445976578","49.02","53","4","1","0","0","","","","","","45","1","0","0","4","0","","","","","",""
"Z1 Recovery Brick Run","Run","Transition from biking to running asap. Keep run in Zone 1. Keep cadence quick. Walk 5 minutes easy for cooldown.","0.33333","","2018-04-10","","3819.44995117188","","",""," *04/11/2018 Keith Kruelskie: Avg HR: 132 Z1: below 138*","0.334666669368744","3.17000007629395","","88","","132","142","","","0.854446651383775","26.34","20","0","0","0","0","","","","","","","","","","","","","","","","",""
"Z3 Run, Tempo Intervals: 4 x 800m Repeats","Run","Warmup 15 minutes easy. Then run 10 minutes in Z2. Do 4 X 50 meters of drills (butt-kicks, side shuffle, high knees, skipping, etc.) plus 4 X 50 meter striders. Run 4 X 800 meters (2 laps) in low to MID Zone 3. Recovery is 400 m jog. No walking recovery in this tempo workout! Run any remaining time easy to cool down.","0.916666666666667","","2018-04-11","","11683.580078125","","",""," *04/12/2018 Keith Kruelskie: 6:28, 6:41, 6:36, 6:36 pace*","0.918210864067078","3.53500008583069","","88","","144","164","","","0.939308337358836","89.59","18","12","12","0","0","","","","","","","","","","","","","","","","",""
"Bike, Endurance (5 X 3 climbing+drill)","Bike","Warmup up 10 minutes easy Ride endurance pace in the Aerobic Zone 2. Include 5 X 3 minutes of climbing at 70 rpm with 3 minutes flat road (high cadence) riding in-between. HR can climb into Zone 3 on the climbs, but don't force it. Cool down 5 minutes easy.","1","","2018-04-11","","0","221","343","797.317","","1.00080609321594","0","","84","","133","153","","","0.725465158418804","52.22","43","12","0","0","0","","","","","","10","24","9","7","0","0","","","","","",""
"Strength, core/upper body","Strength","Perform 20 minutes of core work, including abdominal and back exercises. Also include some arm exercises like pushups, bicep curls, tricep extensions, lat pulldowns, and shoulder raises.","0.33333","","2018-04-11","","","","","","","0.33333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","0.333333333333333","","2018-04-11","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Masters Swim...let me know if you need swim workouts [can add 1000 before or after]","Swim","Swim Masters workout. Try to swim the majority of your workouts aerobically (7-8 in perceived exertion on a scale of 1-10. One (but never more than 2) hard anaerobic workouts per week is good. Try to pull more than kick. Log the details of the main set, plust total yardage and estimated swim time.","1","3657.60009765625","2018-04-12","","3657.60009765625","","",""," *04/12/2018 Keith Kruelskie: Please build a workout please pretty please*","0.998013059828016","1.01777717916792","","22","","","","","","0.779326274408015","47.24","","","","","","","","","","","","","","","","","","","","","",""
"~Z2 Bike, speed drills","Bike","Warmup 10 minutes easy. This is an aerobic endurance ride (RPE 6/10) with speed drills incorporated in it to increase cadence and build cycling economy. For 20 minutes total, alternate 30 seconds at max RPM (no bouncing) and 90 seconds easy spinning. Shift gears so effort is not hard. Cool down 10 minutes easy. HR not observed today....","1","","2018-04-12","","0","204","373","735.122","","1.0003947019577","0","","92","","129","144","","","0.671516054305315","44.78","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Recovery Brick Run","Run","Transition from biking to running asap. Keep run in Zone 1. Keep cadence quick. Walk 5 minutes easy for cooldown.","0.33333","","2018-04-12","","3629.06005859375","","","","","0.345140278339386","2.9210000038147","","84","","119","136","","","0.774426165197167","22.32","21","0","0","0","0","","","","","","","","","","","","","","","","",""
"Hiking","Other","","","","2018-04-12","","1077.93005371094","","","","","0.201877489686012","1.48300004005432","","51","","77","87","","","0.530915995765298","6.05","12","0","0","0","0","","","","","","","","","","","","","","","","",""
"DAY OFF","Day Off","","","","2018-04-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bike, Long EASY Endurance","Bike","Long EASY Endurance bike ride. Warmup up 15 minutes easy. Ride endurance pace in zones 1 and 2. Do not force intensity. Ride in the lower portion of zone 2 if necessary. Goal is to make the longer ride. Cool down 15 minutes easy. Cadence: 80-105 rpm, with cadence mostly in the upper 80s to 90s. Terrain: Flat to rolling RPE (1-10): 5-6","2","","2018-04-14","","0","199","326","1432.15"," *04/14/2018 Keith Kruelskie: Avg HR: 130. Z1: below 128. Z2: 134-145*","2.00224924087524","0","","88","","124","139","","","0.64195666506772","82.01","120","0","0","0","0","","","","","","26","46","3","1","0","0","","","","","",""
"Long low Z2 Easy Aerobic Run done as a brick","Run","Warmup 15 minutes easy. Run endurance pace in low Aerobic Zone 2. Keep the run easy today. Do not push the pace or intensity. Breathing stays very comfortable! Walk some after the run. Cadence is 90+ steps per minute. Try to include some rolling hills today.","2","","2018-04-14","","25142.8203125","","",""," *04/14/2018 Keith Kruelskie: Avg Hr: 149 Z2: 145-155*","2.03848576545715","3.42600011825562","","87","","149","172","","","0.919628860863775","194.4","8","84","16","1","0","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","0.333333","","2018-04-14","","","","","","","0.333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRONMAN Specific Ride (5 x 20 IM power intervals)...i'll enter targets or email them to you","Bike","Warm up for about 30 minutes gradually raising heartrate and power to zone 2 and then maintaining it up to the 60-minute mark. Complete 5 x 20 minute intervals at low to mid power zone 3. Take 10 minutes easy in-between intervals. Finish the ride Z1 to high low z2 On long hills, you can go up to 30 watts above your power zone 3 ""target"". Steeper climbs can go a bit higher as long as it doesn't jeopardize finishing the workout as prescribed.","2","","2018-04-15","","0","227","305","1642.174","","2.01351165771484","0","","86","","135","154","","","0.727347620615963","105.79","64","33","0","0","0","","","","","","18","48","45","1","0","0","","","","","",""
"Z2 Brick Run","Run","Transition from biking to running asap. Keep run in Aerobic Zone 2. Keep cadence quick. Walk 5-10 minutes easy for cool-down.","0.666666666666667","","2018-04-15","","8583.91015625","","","","","0.674142777919769","3.53699994087219","","90","","145","156","","","0.934110200357006","64.55","9","26","2","0","0","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","0.333333333333333","","2018-04-15","","","","","","","0.333333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Practice your exact race day nutrition protocol","Other","Write down below exactly what you ate and what changes, if any, you plan to make on the next long session in terms of nutrition plan.","","","2018-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Recovery Swim, build your own set","Swim","Make up a set that is fun to you but keep ALL of your swimming easy easy. Can be long sets, all continuous, short repeats. Whatever. Just get in for some recovery yards.","0.666667","2286","2018-04-15","","2286.00006103516","","","","","0.663869726922777","0.956217720242809","","22","","","","","","0.732238728646668","26.06","","","","","","","","","","","","","","","","","","","","","",""
"Rest of bike","Bike","","3","","2018-04-15","","92691.921875","202","552","2192.932","","3.01976919174194","8.52600002288818","","88","","129","164","","","0.685690271817628","142.08","147","19","2","0","0","","","","","","53","50","29","13","3","0","","","","","",""
"The MACH 5 MONDAY ""CHECK-IN""","Other","The 5 in ""MACH 5"" refers to the five fundamental areas in life that affect athletic performance including training, health/rest, nutrition, balance, and mental/emotional. Please give me some details about the following 5 areas for today/last week: . 1) Training: how do you feel in general about your recent training and motivation? Feeling very motivated and strong. . 2) Health/Restoration: How many hours of sleep have you been getting the last few nights and how is the quality of your sleep? 7-8. Good quality Are you stretching? Yes Do you have any sniffles/sore throat/cough/abnormal fatigue, etc? Nothing more than regular allergies Do you have any problem areas, muscularly or otherwise? Knee a bit inflamed after the weekend, but stretching/rolling/ibuprofening. . 3) Nutrition, how has your nutrition been the last few days? Excellent, Whole30 err-day What was your morning weight? I can see my ribs, so, pretty light . 4) Life/Balance: How has your life-balance of work/school/family/play/stress/etc been this last week? Life balance is excellent . 5) Mental/Emotional: how ya feeling in general? Anything affecting your training or racing that I should be aware of? Very strong emotionally. Getting excited about outdoor riding and racing!","0.0833333333333333","","2018-04-16","","","","","","","0.0833333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Overload Week","Other","","","","2018-04-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z1 Bike, Recovery","Bike","Easy bike in Active Recovery Zone 1. Do not force the pace at all!","1.166667","","2018-04-16","","23295.0703125","","",""," *04/17/2018 Keith Kruelskie: 179 HR is a mistake... definitely never went over z2.*","1.14261245727539","5.66300010681152","","","","97","179","","","0.555591513320686","39.2","67","0","0","1","0","","","","","","","","","","","","","","","","",""
"Swim, Aerobic Strength 32 X 50 {3000}","Swim","Warmup: 4 x 100 Free on 10secs 2 x 100 Open Water Sighting Drill on 10 secs 8 x 50 Drill/Free on 15 secs Kick 200 with board Main Set: 3x200 Pull (buoy) on 30 secs rest 8x50 Mod Hard on 10 secs 8x50 Hard on 20 secs 15 secs rest between these 50 sets 400 easy","0.833333333333333","2743.19995117188","2018-04-16","","2743.20007324219","","","","","0.702951114177704","1.08362976191202","","23","","","","","","0.829834874758117","40.17","","","","","","","","","","","","","","","","","","","","","",""
"Strength, core/upper body","Strength","Perform 20 minutes of core work and upper body exercises.","0.33333","","2018-04-16","","","","","","","0.33333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hip Stretching Routine","Other","Following these 8 exercises stretching the hips and core. Do not rush this. https://gmb.io/hip-mobility/ 1. Lying Hip Rotations 2. Piriformis Stretch 3. Butterfly 4. Frog 5. Kneeling Lunge 6. Traveling Butterfly 7. Squatting Internal Rotations 8. Pigeon","","","2018-04-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
