date,activity_type,date,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2020-06-03 18:20:27,Running,2020-06-03 18:20:27,False,Wheat Ridge Running,5.01,624,00:39:22,162,181,3.7,168,176,7:52,6:17,272,151,1.22,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,39:22,0:00,77.0,0:00,No,00:04.11,6,0.0,9,garmin,0,0 days 00:07:52,0 days 00:07:52
2020-06-03 06:19:19,Road Cycling,2020-06-03 06:19:19,False,Wheat Ridge Road Cycling,16.51,975,01:24:58,0,0,0.0,0,0,11.7,30.6,968,961,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:24:58,0:00,55.4,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-06-02 17:04:32,Strength Training,2020-06-02 17:04:32,False,Strength,0.00,284,00:42:55,102,155,1.3,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,42:55,0:00,80.6,0:00,No,00:01.07,2,0.0,9,garmin,0,00:00:00,00:00:00
2020-06-02 06:19:19,Running,2020-06-02 06:19:19,False,Wheat Ridge - 6/2/20 - Run Intervals,9.29,528,01:11:21,117,137,1.7,170,184,7:41,5:28,305,338,1.23,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:11:21,0:00,68.0,0:00,No,00:45.00,37,0.0,9,garmin,0,0 days 00:07:41,0 days 00:07:41
2020-06-01 19:05:46,Cycling,2020-06-01 19:05:46,False,Wheat Ridge Cycling,6.60,526,00:48:38,127,146,2.0,0,0,8.1,24.6,404,400,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,48:38,0:00,82.4,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-06-01 17:18:48,Pool Swimming,2020-06-01 17:18:48,False,Pool Swimming,750,167,00:28:02,0,0,1.0,0,0,1:40,0:58,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,367,74,29,0,0,28:02,0:00,0.0,0:00,No,00:20.56,26,0.0,9,garmin,0,0 days 00:01:40,0 days 00:01:40
2020-05-31 07:44:30,Running,2020-05-31 07:44:30,False,Denver Running,12.27,"1,333",01:40:18,144,158,2.9,166,198,8:10,6:35,331,256,1.15,9.0,10.6,265,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:40:18,0:00,66.2,0:00,No,02:13.68,13,0.0,9,garmin,0,0 days 00:08:10,0 days 00:08:10
2020-05-30 07:15:24,Cycling,2020-05-30 07:15:24,False,Jefferson County Cycling,65.55,"2,437",04:14:37,128,168,3.0,0,0,15.4,44.6,"6,204","6,050",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4:14:37,0:00,60.8,0:00,No,08:51.70,2,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-29 15:16:07,Running,2020-05-29 15:16:07,False,Golden - 5/29/20 - Hill Repeats,8.91,995,01:11:27,150,180,3.2,167,212,8:01,3:46,"1,099","1,010",1.18,8.9,10.5,261,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:11:27,0:00,80.6,0:00,No,00:20.12,43,0.0,9,garmin,0,0 days 00:08:01,0 days 00:08:01
2020-05-28 15:42:54,Indoor Cycling,2020-05-28 15:42:54,False,Whiteface -1 - TrainerRoad,20.50,764,01:05:00,139,178,0.0,0,0,19.1,22.1,0,0,0.0,0.0,0.0,0,0,88,102,246,0,80.0,230,197,444,0.0,0.0,0,0,0,0,0,1:05:00,0:00,0.0,0:00,No,00:15.00,94,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-28 14:45:56,Road Cycling,2020-05-28 14:45:56,False,Wheat Ridge Road Cycling,3.10,161,00:12:22,0,0,0.0,0,0,15.0,30.2,66,148,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,12:22,0:00,68.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-27 18:01:07,Indoor Cycling,2020-05-27 18:01:07,False,West Vidette - TrainerRoad,14.56,506,00:45:00,123,239,0.0,0,0,19.4,20.7,0,0,0.0,0.0,0.0,0,0,90,96,192,0,34.0,202,188,335,0.0,0.0,0,0,0,0,0,45:00,0:00,0.0,0:00,No,01:00.00,17,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-27 16:58:35,Running,2020-05-27 16:58:35,False,Wheat Ridge - 5/27/20 - 4 mile shakeout w/ pickups,4.21,422,00:34:55,130,148,2.2,168,208,8:18,6:32,184,131,1.11,9.1,10.1,267,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:55,0:00,82.4,0:00,No,00:30.00,13,0.0,9,garmin,0,0 days 00:08:18,0 days 00:08:18
2020-05-26 17:19:31,Running,2020-05-26 17:19:31,False,Wheat Ridge - 5/26/20 - Tempo Run Workout,8.40,923,01:01:00,153,177,3.6,170,179,7:16,5:56,256,207,1.27,7.8,10.1,253,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:01:00,0:00,78.8,0:00,No,02:00.00,10,0.0,9,garmin,0,0 days 00:07:16,0 days 00:07:16
2020-05-25 09:13:10,Running,2020-05-25 09:13:10,False,Wheat Ridge - 5/24/20 - Run Workout,8.20,869,01:00:24,147,170,3.2,173,189,7:22,5:18,348,282,1.24,8.1,10.1,249,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:24,0:00,59.0,0:00,No,01:14.06,8,0.0,9,garmin,0,0 days 00:07:22,0 days 00:07:22
2020-05-23 08:21:52,Road Cycling,2020-05-23 08:21:52,False,Wheat Ridge Road Cycling,30.64,"1,346",02:24:40,124,166,0.0,0,0,12.7,32.2,"2,785","2,520",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:24:40,0:00,57.2,0:00,No,13:38.98,5,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-22 12:12:27,Running,2020-05-22 12:12:27,False,Wheat Ridge - 5/22/20 - Tempo Run Workout,8.55,959,01:04:02,155,176,3.7,170,187,7:29,5:42,269,220,1.24,8.3,10.4,253,48.7% L / 51.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:04:02,0:00,82.4,0:00,No,02:00.00,11,0.0,9,garmin,0,0 days 00:07:29,0 days 00:07:29
2020-05-20 19:15:01,Trail Running,2020-05-20 19:15:01,False,Lakewood Trail Running,3.12,395,00:27:39,143,158,2.6,159,201,8:52,5:24,535,512,1.13,9.5,10.5,288,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:39,0:00,71.6,0:00,No,00:58.60,4,0.0,9,garmin,0,0 days 00:08:52,0 days 00:08:52
2020-05-20 17:43:26,Road Cycling,2020-05-20 17:43:26,False,Lakewood Road Cycling,14.52,"1,066",01:24:32,144,178,0.0,0,0,10.3,25.1,"1,785","1,778",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:24:32,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-19 18:10:08,Treadmill Running,2020-05-19 18:10:08,False,5/19/20 - Run Intervals,8.10,946,01:03:56,154,176,3.5,172,185,7:53,6:19,62,66,1.18,8.1,9.8,257,48.5% L / 51.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:03:56,0:00,73.4,0:00,No,00:45.00,36,0.0,9,garmin,0,0 days 00:07:53,0 days 00:07:53
2020-05-17 17:45:29,Trail Running,2020-05-17 17:45:29,False,Lakewood Trail Running,9.57,"1,151",01:21:42,150,166,3.2,161,201,8:32,4:33,"1,089","1,125",1.16,9.0,10.4,278,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:21:42,0:00,66.2,0:00,No,04:27.17,10,0.0,9,garmin,0,0 days 00:08:32,0 days 00:08:32
2020-05-16 11:55:22,Running,2020-05-16 11:55:22,False,Wheat Ridge Running,4.20,483,00:35:02,145,159,2.9,167,175,8:20,6:03,249,233,1.12,8.7,9.9,270,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:02,0:00,71.6,0:00,No,01:33.44,5,0.0,9,garmin,0,0 days 00:08:20,0 days 00:08:20
2020-05-16 07:48:09,Road Cycling,2020-05-16 07:48:09,False,Jefferson County Road Cycling,36.82,"1,631",02:30:59,0,0,0.0,0,0,14.6,41.6,"4,049","4,049",0.0,0.0,0.0,0,0,62,111,218,45% L / 55% R,151.9,242,180,974,0.0,0.0,9367,0,0,0,0,2:30:59,0:00,39.2,0:00,No,24:03.70,3,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-15 18:11:04,Running,2020-05-15 18:11:04,False,Wheat Ridge - 5/15/20 - Run Workout,4.17,424,00:31:48,142,163,2.6,169,202,7:37,4:40,377,331,1.25,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:48,0:00,62.6,0:00,No,00:30.00,23,0.0,9,garmin,0,0 days 00:07:37,0 days 00:07:37
2020-05-13 19:22:35,Hiking,2020-05-13 19:22:35,False,Jefferson County Hiking,10.11,354,01:09:20,93,141,1.1,74,164,6:52,0:49,728,"1,263",3.19,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:09:20,0:00,71.6,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:06:52,0 days 00:06:52
2020-05-13 11:42:39,Running,2020-05-13 11:42:39,False,Wheat Ridge - 5/13/20 - Run Workout,4.30,489,00:33:44,148,167,3.0,171,182,7:51,5:41,167,148,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:44,0:00,80.6,0:00,No,01:15.00,14,0.0,9,garmin,0,0 days 00:07:51,0 days 00:07:51
2020-05-12 16:53:10,Running,2020-05-12 16:53:10,False,Wheat Ridge - 5/12/20 - Run Workout,7.77,787,00:57:04,149,169,3.2,171,183,7:21,5:54,249,236,1.28,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:04,0:00,71.6,0:00,No,02:00.00,10,0.0,9,garmin,0,0 days 00:07:21,0 days 00:07:21
2020-05-10 08:38:27,Running,2020-05-10 08:38:27,True,Denver Running,13.12,"1,478",01:33:06,164,180,4.3,173,181,7:06,6:16,482,479,1.31,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:33:06,0:00,55.4,0:00,No,00:48.73,14,0.0,9,garmin,0,0 days 00:07:06,0 days 00:07:06
2020-05-10 08:27:22,Running,2020-05-10 08:27:22,False,Denver Running,1.34,139,00:10:05,141,159,1.9,168,180,7:33,6:13,36,23,1.26,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10:05,0:00,64.4,0:00,No,02:29.64,2,0.0,9,garmin,0,0 days 00:07:33,0 days 00:07:33
2020-05-09 10:03:08,Trail Running,2020-05-09 10:03:08,False,Lakewood Trail Running,3.70,420,00:30:02,145,168,2.7,165,188,8:07,5:13,384,289,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:02,0:00,60.8,0:00,No,01:27.97,6,0.0,9,garmin,0,0 days 00:08:07,0 days 00:08:07
2020-05-07 17:34:20,Indoor Cycling,2020-05-07 17:34:20,False,West Vidette +1 - TrainerRoad,13.83,521,00:45:00,0,0,0.0,0,0,18.5,23.7,0,0,0.0,0.0,0.0,0,0,92,113,208,0,40.0,210,194,623,0.0,0.0,0,0,0,0,0,45:00,0:00,0.0,0:00,No,00:20.00,23,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-06 18:41:07,Indoor Cycling,2020-05-06 18:41:07,False,Pettit +1 - TrainerRoad,18.47,659,01:00:00,123,148,0.0,0,0,18.5,23.1,0,0,0.0,0.0,0.0,0,0,92,108,196,0,47.0,203,183,680,0.0,0.0,0,0,0,0,0,1:00:00,0:00,0.0,0:00,No,00:20.00,13,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-06 18:17:12,Running,2020-05-06 18:17:12,False,Wheat Ridge Running,2.12,230,00:17:13,137,149,2.2,168,177,8:07,5:48,161,151,1.17,8.5,10.1,268,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,17:13,0:00,71.6,0:00,No,01:00.82,3,0.0,9,garmin,0,0 days 00:08:07,0 days 00:08:07
2020-05-05 07:03:05,Running,2020-05-05 07:03:05,False,Denver - 5/5/20 - Run Workout,7.75,845,01:00:37,147,164,3.3,172,184,7:49,6:15,246,262,1.19,7.9,9.7,257,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:37,0:00,55.4,0:00,No,00:37.26,17,0.0,9,garmin,0,0 days 00:07:49,0 days 00:07:49
2020-05-04 07:29:14,Hiking,2020-05-04 07:29:14,False,Lakewood Hiking,2.64,249,00:41:30,98,132,1.2,84,179,15:41,1:16,262,279,1.22,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,41:30,0:00,62.6,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:15:41,0 days 00:15:41
2020-05-03 17:57:01,Running,2020-05-03 17:57:01,False,Wheat Ridge Running,9.42,"1,031",01:15:51,143,162,3.1,170,204,8:03,4:59,266,269,1.15,8.5,10.0,259,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:15:51,0:00,71.6,0:00,No,03:38.61,10,0.0,9,garmin,0,0 days 00:08:03,0 days 00:08:03
2020-05-02 08:00:12,Road Cycling,2020-05-02 08:00:12,False,Jefferson County Road Cycling,54.49,"2,332",03:33:44,127,156,0.0,0,0,15.3,44.4,"5,942","6,073",0.0,0.0,0.0,0,0,62,115,216,45% L / 55% R,212.2,238,182,756,0.0,0.0,13271,0,0,0,0,3:33:44,0:00,39.2,0:00,No,02:37.07,12,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-01 11:45:15,Road Cycling,2020-05-01 11:45:15,False,Lakewood Road Cycling,5.98,527,00:42:57,138,178,0.0,0,0,8.4,25.0,686,682,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,42:57,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-05-01 07:18:48,Running,2020-05-01 07:18:48,False,Wheat Ridge - 5/1/20 - Run Workout,7.54,889,01:00:06,154,177,3.8,171,195,7:58,5:14,240,269,1.17,8.3,9.8,258,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:06,0:00,66.2,0:00,No,04:06.01,7,0.0,9,garmin,0,0 days 00:07:58,0 days 00:07:58
2020-04-30 08:44:19,Cycling,2020-04-30 08:44:19,False,Wheat Ridge Cycling,24.98,"1,055",01:28:53,142,178,3.9,0,0,16.9,37.7,"2,067","1,991",0.0,0.0,0.0,0,0,86,105,238,45% L / 55% R,106.1,294,198,772,0.0,0.0,6504,0,0,0,0,1:28:53,0:00,60.8,0:00,No,10:54.12,4,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-30 08:44:19,Road Cycling,2020-04-30 08:44:19,False,Wheat Ridge Road Cycling,24.93,"1,056",01:29:18,142,178,0.0,0,0,16.8,51.0,"2,093","2,037",0.0,0.0,0.0,0,0,73,105,237,45% L / 55% R,106.1,294,198,772,0.0,0.0,6503,0,0,0,0,1:29:18,0:00,55.4,0:00,No,10:52.80,4,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-29 10:58:37,Road Cycling,2020-04-29 10:58:37,False,Wheat Ridge Road Cycling,26.97,953,01:30:03,119,174,0.0,0,0,18.0,33.4,"1,211","1,257",0.0,0.0,0.0,0,0,73,115,249,45% L / 55% R,118.0,209,177,958,0.0,0.0,6576,0,0,0,0,1:30:03,0:00,64.4,0:00,No,07:24.43,6,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-29 08:12:42,Running,2020-04-29 08:12:42,False,Wheat Ridge Running,3.17,357,00:26:25,140,152,2.5,170,182,8:21,7:03,89,75,1.12,8.4,9.5,265,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:25,0:00,62.6,0:00,No,01:24.50,4,0.0,9,garmin,0,0 days 00:08:21,0 days 00:08:21
2020-04-28 16:02:26,Running,2020-04-28 16:02:26,False,Wheat Ridge - 4/28/20 - Run Workout,9.50,"1,051",01:13:09,151,174,3.6,173,188,7:42,5:34,351,328,1.2,8.1,9.9,254,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:13:09,0:00,73.4,0:00,No,00:45.00,35,0.0,9,garmin,0,0 days 00:07:42,0 days 00:07:42
2020-04-26 09:24:27,Road Cycling,2020-04-26 09:24:27,False,Wheat Ridge Road Cycling,47.06,"1,908",02:55:33,123,162,0.0,0,0,16.1,43.4,"3,484","3,314",0.0,0.0,0.0,0,0,72,120,210,45% L / 55% R,163.6,228,182,"1,112",0.0,0.0,12694,0,0,0,0,2:55:33,0:00,60.8,0:00,No,06:16.66,10,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-25 14:02:30,Road Cycling,2020-04-25 14:02:30,False,Golden Road Cycling,7.18,487,00:48:21,131,158,0.0,0,0,8.9,38.9,778,843,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,48:21,0:00,57.2,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-25 10:42:47,Running,2020-04-25 10:42:47,False,Wheat Ridge - 4/25/20 - Long Run Workout,12.02,"1,381",01:30:15,162,182,4.3,172,193,7:31,6:01,436,367,1.24,8.0,10.1,252,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:15,0:00,62.6,0:00,No,00:08.60,8,0.0,9,garmin,0,0 days 00:07:31,0 days 00:07:31
2020-04-24 11:25:12,Running,2020-04-24 11:25:12,False,Wheat Ridge - 4/24/20 - Hill Workout,7.40,798,00:56:11,154,181,3.1,173,191,7:36,6:05,545,495,1.21,8.4,10.2,251,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,56:11,0:00,50.0,0:00,No,00:30.00,25,0.0,9,garmin,0,0 days 00:07:36,0 days 00:07:36
2020-04-23 18:45:22,Pool Swimming,2020-04-23 18:45:22,False,Pool Swimming,450,99,00:11:00,0,0,0.0,0,0,1:31,0:56,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,219,70,32,0,0,11:00,0:00,0.0,0:00,No,00:13.95,16,0.0,9,garmin,0,0 days 00:01:31,0 days 00:01:31
2020-04-23 17:40:30,Indoor Cycling,2020-04-23 17:40:30,False,Carson - TrainerRoad,20.80,771,01:02:00,139,169,0.0,0,0,20.2,22.0,0,0,0.0,0.0,0.0,0,0,94,101,231,0,68.0,232,208,308,0.0,0.0,0,0,0,0,0,1:02:00,0:00,0.0,0:00,No,02:00.00,16,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-22 17:12:08,Running,2020-04-22 17:12:08,False,Wheat Ridge Running,2.05,231,00:16:05,147,161,2.4,172,189,7:50,5:14,157,135,1.17,8.3,9.9,257,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16:05,0:00,60.8,0:00,No,00:23.00,3,0.0,9,garmin,0,0 days 00:07:50,0 days 00:07:50
2020-04-22 14:52:33,Road Cycling,2020-04-22 14:52:33,False,Wheat Ridge Road Cycling,32.76,"1,188",02:00:17,117,152,0.0,0,0,16.3,29.1,778,942,0.0,0.0,0.0,0,0,64,103,196,46% L / 54% R,97.5,198,165,817,0.0,0.0,7742,0,0,0,0,2:00:17,0:00,59.0,0:00,No,08:58.93,7,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-21 17:45:22,Strength Training,2020-04-21 17:45:22,False,Strength ,0.00,127,00:20:00,113,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:00,0:00,0.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-21 16:00:58,Running,2020-04-21 16:00:58,False,Wheat Ridge - 04/21/20 - Run Workout,7.79,861,01:05:29,141,155,3.0,170,191,8:24,6:19,302,240,1.1,8.6,9.6,265,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:29,0:00,69.8,0:00,No,05:00.00,8,0.0,9,garmin,0,0 days 00:08:24,0 days 00:08:24
2020-04-19 10:42:28,Trail Running,2020-04-19 10:42:28,False,Morrison Trail Running,10.29,"1,097",01:31:23,143,165,2.9,163,219,8:53,4:23,856,689,1.1,9.3,10.3,270,50.5% L / 49.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:31:23,0:00,59.0,0:00,No,02:19.29,11,0.0,9,garmin,0,0 days 00:08:53,0 days 00:08:53
2020-04-18 12:00:25,Running,2020-04-18 12:00:25,False,Wheat Ridge Running,2.04,229,00:15:49,146,157,2.4,170,180,7:46,6:26,131,79,1.19,8.5,10.2,260,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:49,0:00,62.6,0:00,No,00:15.73,3,0.0,9,garmin,0,0 days 00:07:46,0 days 00:07:46
2020-04-18 09:19:54,Indoor Cycling,2020-04-18 09:19:54,False,Ochoco - TrainerRoad,47.98,"1,810",02:32:00,133,153,0.0,0,0,18.9,20.3,0,0,0.0,0.0,0.0,0,0,94,101,201,0,126.0,216,199,267,0.0,0.0,0,0,0,0,0,2:32:00,0:00,0.0,0:00,No,01:00.00,20,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-17 13:29:04,Treadmill Running,2020-04-17 13:29:04,False,Treadmill Running,7.56,910,01:04:49,153,181,3.9,165,182,8:34,6:34,36,95,1.14,8.3,9.6,262,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:04:49,0:00,68.0,0:00,No,03:53.80,4,0.0,9,garmin,0,0 days 00:08:34,0 days 00:08:34
2020-04-16 16:49:11,Indoor Cycling,2020-04-16 16:49:11,False,Geiger +1 - TrainerRoad,25.50,"1,009",01:22:00,137,167,0.0,0,0,18.7,20.2,0,0,0.0,0.0,0.0,0,0,93,102,231,0,89.0,232,206,296,0.0,0.0,0,0,0,0,0,1:22:00,0:00,0.0,0:00,No,00:30.00,29,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-15 17:46:58,Treadmill Running,2020-04-15 17:46:58,False,Treadmill Running,1.78,210,00:15:25,137,146,2.2,171,175,8:39,8:27,7,3,1.08,8.7,9.7,258,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:25,0:00,68.0,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:08:39,0 days 00:08:39
2020-04-15 16:12:21,Indoor Cycling,2020-04-15 16:12:21,False,Baxter - TrainerRoad,27.27,998,01:30:00,116,213,0.0,0,0,18.2,19.3,0,0,0.0,0.0,0.0,0,0,90,96,191,0,67.0,204,186,253,0.0,0.0,0,0,0,0,0,1:30:00,0:00,0.0,0:00,No,01:00.00,38,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-14 13:50:34,Strength Training,2020-04-14 13:50:34,False,Strength,0.00,42,00:20:02,103,125,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,110,4,20:02,0:00,71.6,0:00,No,01:01.71,2,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-14 12:31:01,Treadmill Running,2020-04-14 12:31:01,False,Treadmill Running,8.26,"1,023",01:06:29,159,180,4.2,173,182,8:03,6:18,30,46,1.15,8.2,9.7,256,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:06:29,0:00,64.4,0:00,No,00:53.89,12,0.0,9,garmin,0,0 days 00:08:03,0 days 00:08:03
2020-04-12 08:30:33,Treadmill Running,2020-04-12 08:30:33,False,Treadmill Running,11.86,"1,299",01:36:41,155,196,3.8,168,183,8:09,6:17,36,72,1.16,8.4,9.9,254,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:36:41,0:00,64.4,0:00,No,09:13.96,6,0.0,9,garmin,0,0 days 00:08:09,0 days 00:08:09
2020-04-11 17:35:50,Indoor Cycling,2020-04-11 17:35:50,False,Goodale  - TrainerRoad,37.19,"1,402",02:01:03,127,147,0.0,0,0,18.4,19.6,0,0,0.0,0.0,0.0,0,0,92,98,195,0,94.0,206,193,255,0.0,0.0,0,0,0,0,0,2:01:03,0:00,0.0,0:00,No,01:00.00,55,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-10 11:24:22,Running,2020-04-10 11:24:22,False,Wheat Ridge - 4/10/20 - Hill Workout,7.54,799,01:00:06,152,180,3.0,170,256,7:58,5:40,584,535,1.17,8.7,10.1,260,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:06,0:00,73.4,0:00,No,00:30.00,30,0.0,9,garmin,0,0 days 00:07:58,0 days 00:07:58
2020-04-09 15:48:25,Indoor Cycling,2020-04-09 15:48:25,False,Monitor +2 - TrainerRoad,23.42,965,01:17:00,142,164,0.0,0,0,18.4,20.0,0,0,0.0,0.0,0.0,0,0,91,98,234,0,86.0,235,210,306,0.0,0.0,0,0,0,0,0,1:17:00,0:00,0.0,0:00,No,01:00.00,41,0.0,9,garmin,0,00:00:00,00:00:00
2020-04-09 14:56:35,Pool Swimming,2020-04-09 14:56:35,False,Pool Swimming,0,0,00:28:26,101,130,1.1,0,0,1:00:00,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:26,0:00,0.0,0:00,No,00:10.73,54,0.0,9,garmin,0,0 days 00:01:00,0 days 00:01:00
