"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Eccentric Calf Raises","Strength","Do 3 sets of 12 reps on each leg. Each rep is carried out by standing on the ball of your foot (on a step), lowering slowly with one leg over a 2-3 second period (full range of motion), and then lifting back to the top with both feet quickly. These will help strengthen and stretch your calves.","","","2018-03-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Transition Run (Z1)","Run","Start your T run within 10 minutes after the bike ride. Run duration at zone and make sure you descend the pace by getting faster throughout the workout. Start at the lower end of zone 1 and work your way toward the top by the end of the workout.","0.666666666666667","","2018-03-17","","6659.81982421875","","","","","0.66698169708252","2.7739999294281","","80","","142","152","","","0.729361016613133","38.92","3","5","31","2","0","0","","","","","","","","","","","","","","","",""
"Aerobic Z1/Z2 Ride #5 (CAP Intervals)","Bike","Warmup 10-30 minutes @ZR/Z1 Main Set Ride 3 x 15 minutes at the top of your Z1, but not over. Allow 5 minute ZR recovery between the intervals. Ride any remaining time in Z1","2","","2018-03-18","ride MTB if it is fixed, otherwise, ride your race bike","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2018-03-18","","16771.4609375","","","","","1.60573887825012","2.90100002288818","","81","","137","168","","","0.778426887567203","109.1","22","42","23","6","4","0","","","","","","","","","","","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","0.866666666666667","2743.19995117188","2018-03-19","","2825","","","","","0.815613615247938","0.962236394062542","","22","","","","","","0.261254620176455","1.45","","","","","","","","","","","","","","","","","","","","","",""
"Recovery ZR Ride #3 (ZR/Z1 as you feel)","Bike","Start in ZR and work your way into Z1 if you feel good. Otherwise, stay in ZR.","0.75","","2018-03-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bodywork DAILY!","Other","Body work: 10 min foam rolling followed by 10 min of stretching Foam Roll 10 min - Light foam rolling, spending approximately 1-2 minutes on each of the following: -Calves -Soleus -IT bands -Hamstrings -Gluteals -Adductors -Lower back -Scapular muscles. Spend extra time on any particularly tight/painful areas. Be very careful not to roll on joints, or other areas with thin soft tissue cover. Stretching: Focus on targeting the flexibility of the glutes, hamstrings, quads, calves, and hipflexors. Ease into all stretching activities with muscles that are already warmed up. Hold all stretches for at least 30s.","0.333333333333333","","2018-03-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Body Weight","Other","Enter morning body weight as a metric; this is useful to track your overall body weight. To add as a metric click the + sign on the current day in your training peaks calendar and click ""Metrics"". Enter in your weight and save. If you are interested in working with one of our Registered Dietitians, check out our nutrition service here - http://www.qt2systems.com/athlete-nutrition-services/","","","2018-03-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","0.866666666666667","2743.19995117188","2018-03-20","","2675","","","","","0.792057504653931","0.937985977547947","","22","","","","","","0.254739954816398","1.31","","","","","","","","","","","","","","","","","","","","","",""
"Recovery ZR Ride #3 (ZR/Z1 as you feel)","Bike","Start in ZR and work your way into Z1 if you feel good. Otherwise, stay in ZR.","1","","2018-03-21","","0","","","","","0.415660560131073","0","","76","","86","97","","","0.557391606226196","13.99","25","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Recovery Transition Run (ZR)","Run","Start your T run within 10 minutes after the bike ride. Run duration @ ZR with a cadence of at least 88 steps per minute.","0.416666666666667","","2018-03-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zwift - Watopia","Bike","","","","2018-03-21","","7822.25","74","150","119.073","","0.446111112833023","4.86999988555908","","57","","85","97","","","0.2885969531613","3.68","27","0","0","0","0","0","","","","","27","0","0","0","0","0","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","0.866666666666667","2743.19995117188","2018-03-22","","1775","","","","","0.496556947496202","0.992672677509449","","21","","","","","","0.26962446046466","0.97","","","","","","","","","","","","","","","","","","","","","",""
"Recovery/Aerobic (ZR/Z1) Run, as you feel","Run","Start the run in ZR and descend pace (if you feel good) throughout the run into Z1. Finish toward the top of Z1.","0.5","","2018-03-22","","5572.77978515625","","","","","0.566420018672943","2.73300004005432","","77","","","","","","0.734545742687333","33.36","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic/Tempo (Z1/Z2) Transition Run, as you feel","Run","Start your T run within 10 minutes after the bike ride. Start the run in Z1 and descend pace (if you feel good) throughout the run into Z2. Finish toward the top of Z2.","0.583333333333333","","2018-03-23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic/Tempo Ride #2 (Z1/Z2 as you feel)","Bike","Start in Z1 and work your way into Z2 if you feel good. Otherwise, stay in Z1. **Keep cadence at 85-90rpm throughout unless using QT2 bike stimulation cadence chart (as given by coach).","0.75","","2018-03-23","","18458.380859375","","","","","1.5765974521637","3.25200009346008","","","","130","160","","","0.661703389748607","77.34","23","23","27","19","3","0","","","","","","","","","","","","","","","",""
"Specificity Ride #1 (race intensity repeats)","Bike","Warmup 15 min @ Z1 Main Set 30 min @150bpm, 10 min @ZR 30 min @152bpm, 10 min @ZR 15 min @154bpm, 5 min @ZR Remainder at ZR/Z1, all at 88-90rpm","2.25","","2018-03-24","","19199.26953125","","","","","1.39102864265442","3.83400011062622","","","","150","164","","","0.811446090084211","102.27","0","0","3","45","34","1","","","","","","","","","","","","","","","",""
"Aerobic/Tempo Transition Run (Z1/Z2)","Run","Start your T run within 10 minutes after the bike ride. Run 45 minutes at Z1, then 15 minutes @ Z2. Descend the pace throughout the run and finish toward the top of Z2.","1","","2018-03-24","","5017.68017578125","","","","","0.474056124687195","2.94000005722046","","82","","159","166","","","0.777668164815575","31.18","0","0","0","15","13","0","","","","","","","","","","","","","","","",""
"Open Water Swimming","Swim","","","","2018-03-24","","770.22998046875","","","","","0.235087499022484","0.910000026226044","","30","","146","160","","","0.247127387266339","0.35","0","14","0","0","0","","","","","","","","","","","","","","","","",""
"Transition","Other","","","","2018-03-24","","358.149993896484","","","","","0.0388938896358013","2.55800008773804","","5","","144","155","","","0.671295967266193","1.79","0","2","0","0","0","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-03-24","","19945.130859375","","","","","1.39513468742371","3.97099995613098","","","","150","164","","","0.811896688925881","102.74","0","0","3","44","35","1","","","","","","","","","","","","","","","",""
"Transition","Other","","","","2018-03-24","","12.8000001907349","","","","","0.00126111111603677","2.81900000572205","","","","149","149","","","0.749515800194665","0.06","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-03-25","","16722.779296875","","","","","1.00702226161957","4.61299991607666","","","","133","150","","","0.673354338364492","50.58","6","14","28","13","0","0","","","","","","","","","","","","","","","",""
"REST","Day Off","","","","2018-03-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bodywork DAILY!","Other","Body work: 10 min foam rolling followed by 10 min of stretching Foam Roll 10 min - Light foam rolling, spending approximately 1-2 minutes on each of the following: -Calves -Soleus -IT bands -Hamstrings -Gluteals -Adductors -Lower back -Scapular muscles. Spend extra time on any particularly tight/painful areas. Be very careful not to roll on joints, or other areas with thin soft tissue cover. Stretching: Focus on targeting the flexibility of the glutes, hamstrings, quads, calves, and hipflexors. Ease into all stretching activities with muscles that are already warmed up. Hold all stretches for at least 30s.","0.333333333333333","","2018-03-26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","0.866666666666667","2743.19995117188","2018-03-26","","2425","","","","","0.73018444803026","0.922339051835455","","22","","","","","","0.250500823798144","1.15","","","","","","","","","","","","","","","","","","","","","",""
"Over/Unders Run","Run","Warmup 10 min @ Z1 Main Set 3 X (1 mile @ Z1, 1 mile @ Z2) Cooldown 5 min @ ZR/Z1 (as you feel)","1","","2018-03-26","","10722.759765625","","","","","1.00608468055725","2.96099996566772","","82","","144","159","","","0.773933574192974","66.77","4","6","36","14","0","0","","","","","","","","","","","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","0.866666666666667","2743.19995117188","2018-03-27","","2500","","","","","0.731456948916117","0.949513602162156","","22","","","","","","0.257799002652178","1.25","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Z1 Ride #3 (2 X 10 min low cadence)","Bike","**Make sure you descend the pace by getting faster throughout the workout. Start at the lower end of zone 1 and work your way toward the top by the end of the workout. Keep cadence at 90-95+ throughout during base phase and 85-90 rpm during build phase unless using QT2 bike stimulation cadence chart (as given by coach). **Insert 2 X 10 minutes at Z1 and a cadence of 15-20rpm less than prior cadence. Do this during 2nd half of workout, with 5 min at ZR and normal cadence between each**","1","","2018-03-27","","0","","","","","1.05691945552826","0","","","","115","140","","","0.604946061510502","42.9","38","10","15","0","0","0","","","","","","","","","","","","","","","",""
"Zwift - Aerobic Z1 ride #3 2x10 Z2","Bike","","","","2018-03-27","","23828.619140625","160","254","617.884","","1.06692337989807","6.20300006866455","","71","","110","140","","","0.628636891436591","39.56","45","10","16","0","0","0","","","","","43","4","5","18","1","0","","","","","",""
"Cycling","Bike","","","","2018-03-27","","0","","","","","0.011500833556056","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tempo Run (Z2)","Run","Warmup 10 min @ Z1 Main Set 2 X (10 min @ Z2, 5 min @ Z1) Cooldown To final run time @ ZR/Z1 (as you feel)","1","","2018-03-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","0.866666666666667","2743.19995117188","2018-03-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery ZR Ride #3 (ZR/Z1 as you feel)","Bike","Start in ZR and work your way into Z1 if you feel good. Otherwise, stay in ZR.","1","","2018-03-29","","11318.3603515625","","","","","1.69571089744568","1.85399997234344","","","","90","134","","","0.544914191653128","56.52","101","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Recovery Run (ZR)","Run","Run duration @ ZR with a cadence of at least 88 steps per minute","0.416666666666667","","2018-03-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2018-03-30","","1000","","","","","0.273553056716919","1.01555319721535","","21","","","","","","0.275732794473896","0.57","","","","","","","","","","","","","","","","","","","","","",""
"Race - MTB Race","Bike","Austin Rattle 60 Mile MTB race","","96560.671875","2018-03-31","","91000","","",""," *04/02/2018 Raul Luzardo -  Coach: 3x 20 Miles laps, This was absolutely brutal, one of the hardest days in a bike I've had. There was a lot of mud (let's say 5 miles of mud per lap) what sucked a lot of my energy and cramped a lot but I feel they were related on how tired I was after pedaling in mud. Had a lot of hand pain, to the point that there were occasions I wasn't able to shift. I let the race to take over and started too fast, with a race peak HR of 170. A lot to learn and fix on this, if you have experience or know someone that do, I think we might need to ask some questions, I don't think regular riding is going to be enough to have a good Leadville* *04/03/2018 Tara Strassburg: I totally agree! Once we are done with TX, I think we need to shift over to riding MTB 2-3 times a week.*","6.58611822128296","3.83800005912781","","","","149","170","","","0.792476757984747","480.31","0","5","66","155","140","29","","","","","","","","","","","","","","","",""
"Recovery Run (ZR)","Run","Run duration @ ZR with a cadence of at least 88 steps per minute","0.5","","2018-04-01","","8029.4599609375","","","","","0.809816956520081","2.75399994850159","","81","","130","144","","","0.714713038426127","45.55","28","13","7","0","0","0","","","","","","","","","","","","","","","",""
"Bodywork DAILY!","Other","Body work: 10 min foam rolling followed by 10 min of stretching Foam Roll 10 min - Light foam rolling, spending approximately 1-2 minutes on each of the following: -Calves -Soleus -IT bands -Hamstrings -Gluteals -Adductors -Lower back -Scapular muscles. Spend extra time on any particularly tight/painful areas. Be very careful not to roll on joints, or other areas with thin soft tissue cover. Stretching: Focus on targeting the flexibility of the glutes, hamstrings, quads, calves, and hipflexors. Ease into all stretching activities with muscles that are already warmed up. Hold all stretches for at least 30s.","0.333333333333333","","2018-04-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","0.866666666666667","2743.19995117188","2018-04-02","","2600","","","","","0.722985559569465","0.998755397120511","","21","","","","","","0.271252481041125","1.44","","","","","","","","","","","","","","","","","","","","","",""
"REST","Day Off","","","","2018-04-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery ZR Ride #3 (ZR/Z1 as you feel)","Bike","Start in ZR and work your way into Z1 if you feel good. Otherwise, stay in ZR.","1","","2018-04-04","","12707.3701171875","76","141","279.826","","1.01203191280365","3.48699998855591","","75","","81","107","","","0.278697726811697","7.75","117","0","0","0","0","0","","","","","117","0","0","0","0","0","","","","","",""
"Recovery/Aerobic (ZR/Z1) Transition Run, as you feel","Run","Start your T run within 10 minutes after the bike ride. Start the run in ZR and descend pace (if you feel good) throughout the run into Z1. Finish toward the top of Z1.","0.5","","2018-04-04","","2519.330078125","","","","","0.257419168949127","2.71900010108948","","80","","121","134","","","0.734710252746344","14.9","15","1","0","0","0","0","","","","","","","","","","","","","","","",""
"Aerobic/Tempo Ride #2 (Z1/Z2 as you feel)","Bike","Start in Z1 and work your way into Z2 if you feel good. Otherwise, stay in Z1. **Keep cadence at 85-90rpm throughout unless using QT2 bike stimulation cadence chart (as given by coach).","1","","2018-04-05","","0","126","263","23.985","","0.0528549998998642","0","","80","","61","72","","","0.464604812720515","0.97","3","0","0","0","0","0","","","","","3","0","0","0","0","0","","","","","",""
"Aerobic/Tempo (Z1/Z2) Transition Run, as you feel","Run","Start your T run within 10 minutes after the bike ride. Start the run in Z1 and descend pace (if you feel good) throughout the run into Z2. Finish toward the top of Z2.","0.5","","2018-04-05","","521.989990234375","","","","","0.0726102814078331","1.99699997901917","","78","","102","111","","","0.629325559582397","2.98","4","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2018-04-05","","1825","","","","","0.549266391330295","0.922720513770782","","20","","","","","","0.250616601834166","0.86","","","","","","","","","","","","","","","","","","","","","",""
"Treadmill Running","Run","","","","2018-04-05","","1454.26000976563","","","","","0.906145572662354","0.446000009775162","","13","","92","115","","","0.171165301762336","2.93","54","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Sharpen Swim #1","Swim","4 X (250 EZ pull, 50 FREE all out) 300 EZ pull","0.433333333333333","1371.59997558594","2018-04-06","","2775","","","","","1193.88230278121","0.000645652662583341","","21","","","","","","0.000175320002094404","0","","","","","","","","","","","","","","","","","","","","","",""
"REST","Day Off","","","","2018-04-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Texas 70.3 Swim","Swim","","","","2018-04-08","the key to a solid swim is going to be finding a fast set of toes and really working the draft - be smart out there and get after it!","2018.31994628906","","","","","0.611676096916199","0.916999995708466","","29","","70","70","","","0.248884870506587","0.94","","","","","","","","","","","","","","","","","","","","","",""
"Texas 70.3 Bike","Bike","","","","2018-04-08","target HR on the bike is 150. keep cadence around 86-88rpm during the tailwind, and 90-92 during the headwind - don't let yourself get caught up in cadence any lower than that during the race! stay on top of nutrition. the body will likely be feeling the fatigue from the MTB race, so let's make sure you are dialing into how you are feeling on race day, and adjusting accordingly.","88112.4765625","","",""," *04/09/2018 Tara Strassburg: Can you go into Garmin Connect and save the .tcx file from this ride and send it to me? I will put together a post race analysis for you.*","2.56884407997131","9.52799987792969","","","","147","159","","","0.786677208288283","180.32","0","1","11","110","32","0","","","","","","","","","","","","","","","",""
"Texas 70.3 Run","Run","","","","2018-04-08","let's go out at a 8:20 pace, and see where this puts your HR at mile 2-3 (once you settle in). if HR is above 160, ease up a bit and target 160. if HR is below 160, slowly dial up the pace until you hit it. hold steady until mile 10, and then let 'er rip!","20818.76953125","","",""," *04/09/2018 Tara Strassburg: Can you send me the .csv file from this run? Thanks!* *04/09/2018 Raul Luzardo -  Coach: CSV?* *04/09/2018 Tara Strassburg: When you are in Garmin Connect, you can save the .csv file (it’s usually in the top right hand corner in the settings). I can use it to put together a run analysis.*","1.74586701393127","3.31200003623962","","83","","153","161","","","0.894705857328657","156.99","0","0","11","93","1","0","","","","","","","","","","","","","","","",""
"Transition","Other","","","","2018-04-08","","2444.85009765625","","","","","0.126973882317543","5.34899997711182","","15","","149","164","","","0.719907053713192","6.92","0","6","1","0","0","","","","","","","","","","","","","","","","",""
"Transition","Other","","","","2018-04-08","","57.75","","","","","0.00484638893976808","3.30999994277954","","79","","133","136","","","0.63871402848491","0.19","0","0","0","0","0","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-04-08","","89798.921875","225","441","2129.136","","2.62872767448425","9.48900032043457","","81","","147","159","","","0.792779252962141","164.8","0","1","10","112","35","0","","","","","10","1","16","59","71","5","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","1","2743.19995117188","2018-04-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TRX (custom routine)","Strength","All exercises for 2 sets of 10 reps. Take 30 seconds between exercises. - Single Leg Squat - Sprinters Start - TRX Suspended Lunge - Hamstring Curl - Atomic Push-up - Side Plank (work up to 30 seconds each side) - Plank (work up to 30 seconds) - TRX Back Extentions - Single Arm Rotating Row - Swimmers Pull - Standing Y 2 sets of 12 reps of: -Monster Walk -Eccentric Calf Raises","0.5","","2018-04-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Bodywork - daily","Other","Body work: 10 min foam rolling followed by 10 min of stretching Foam Roll 10 min - Light foam rolling, spending approximately 1-2 minutes on each of the following: -Calves -Soleus -IT bands -Hamstrings -Gluteals -Adductors -Lower back -Scapular muscles. Spend extra time on any particularly tight/painful areas. Be very careful not to roll on joints, or other areas with thin soft tissue cover. Stretching: Focus on targeting the flexibility of the glutes, hamstrings, quads, calves, and hipflexors. Ease into all stretching activities with muscles that are already warmed up. Hold all stretches for at least 30s.","0.333333333333333","","2018-04-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Body Weight","Other","Enter morning body weight as a metric; this is useful to track your overall body weight. To add as a metric click the + sign on the current day in your training peaks calendar and click ""Metrics"". Enter in your weight and save. If you are interested in working with one of our Registered Dietitians, check out our nutrition service here - http://www.qt2systems.com/athlete-nutrition-services/","","","2018-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","1","2743.19995117188","2018-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery ZR Ride #1 (steady)","Bike","**Stay at the lower end of zone R if you feel you need the recovery. Keep cadence at 95+ throughout unless using QT2 bike stimulation cadence chart (as given by coach).","1","","2018-04-10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery ZR Ride #3 (ZR/Z1 as you feel)","Bike","Start in ZR and work your way into Z1 if you feel good. Otherwise, stay in ZR.","1","","2018-04-11","","12418.91015625","71","140","257.831","","1.00514888763428","3.43199992179871","","77","","0","0","","","0.258077007383633","6.65","","","","","","","","","","","63","0","0","0","0","0","","","","","",""
"Recovery/Aerobic (ZR/Z1) Transition Run, as you feel","Run","Start your T run within 10 minutes after the bike ride. Start the run in ZR and descend pace (if you feel good) throughout the run into Z1. Finish toward the top of Z1.","0.5","","2018-04-11","","1002.17999267578","","",""," *04/12/2018 Tara Strassburg: Everything okay? I always get nervous when I see a shortened workout after a few minutes - I worry something was hurting.*","0.0994541645050049","2.79900002479553","","80","","136","152","","","0.751625716619453","5.87","2","2","2","0","0","0","","","","","","","","","","","","","","","",""
"Core Work","Strength","3 Rounds of: - Crab Crunch X 12 right X 12 left X 12 middle - Superman, back extension, or TRX back extension X 12 - Planks: 3 minutes continuous (rotating between left side, ride side, face down, etc - use TRX if you have one)","","","2018-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2018-04-11","","0","","","","","0.962371051311493","0","","78","","84","104","","","0.54331439051564","31.44","58","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","1","2743.19995117188","2018-04-12","","1600","","","","","0.490437502331204","0.906424167987591","","21","","","","","","0.246074326394376","0.73","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Z1 Ride #1 (steady)","Bike","**Make sure you descend the pace by getting faster throughout the workout. Start at the lower end of zone 1 and work your way toward the top by the end of the workout. Keep cadence at 90-95+ throughout during base phase and 85-90 during build phase unless using QT2 bike stimulation cadence chart (as given by coach).","1","","2018-04-12","","28424.2109375","162","281","762.271","","1.30140328407288","6.06699991226196","","80","","120","150","","","0.63244051763283","51.28","33","14","26","7","0","0","","","","","35","4","25","14","3","0","","","","","",""
"Eccentric Calf Raises","Strength","Do 3 sets of 12 reps on each leg. Each rep is carried out by standing on the ball of your foot (on a step), lowering slowly with one leg over a 2-3 second period (full range of motion), and then lifting back to the top with both feet quickly. These will help strengthen and stretch your calves.","","","2018-04-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Indoor Cycling","Bike","","","","2018-04-12","","0","","","","","1.26388943195343","0","","81","","122","150","","","0.63400674418121","56.61","30","15","26","6","0","0","","","","","","","","","","","","","","","",""
"Aerobic Run (Z1)","Run","Zone 1 Run. Make sure you descend the pace by getting faster throughout the workout. Start at the lower end of zone 1 and work your way toward the top by the end of the workout.","0.75","","2018-04-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Core Work","Strength","3 Rounds of: - Crab Crunch X 12 right X 12 left X 12 middle - Superman, back extension, or TRX back extension X 12 - Planks: 3 minutes continuous (rotating between left side, ride side, face down, etc - use TRX if you have one)","","","2018-04-13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zwift - Watopia","Bike","","","","2018-04-13","","49630.41015625","149","318","1310.393","","2.43507647514343","5.66099977493286","","71","","118","151","","","0.595475549832219","80.44","59","17","54","18","0","0","","","","","88","9","36","15","3","0","","","","","",""
"Indoor Cycling","Bike","","","","2018-04-13","","0","","","","","2.28870868682861","0","","76","","124","151","","","0.645159901161175","107.75","51","16","54","16","0","0","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2018-04-13","","450","","","","","0.120293889575534","1.03803833821596","","20","","","","","","0.282162269955794","0.27","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Z1 Ride #5 (CAP Intervals)","Bike","Warmup 10-30 minutes @ZR/Z1 Main Set Ride 3 x 15 minutes at the top of your Z1, but not over. Allow 5 minute ZR recovery between the intervals. Cool Down Ride any remaining time in Z1","3","","2018-04-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Transition Run (Z1)","Run","Start your T run within 10 minutes after the bike ride. Run duration at zone and make sure you descend the pace by getting faster throughout the workout. Start at the lower end of zone 1 and work your way toward the top by the end of the workout.","0.5","","2018-04-14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MTB advanced skills","MTB","Ride off-road. Work on your weakest technical skills--descending, clearing objects, wet roots, etc. Keep effort on the easy side. Stop frequently and assess the skill. Try not to go anaerobic. Keep HR in Z1/Z2.","2","","2018-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Eccentric Calf Raises","Strength","Do 3 sets of 12 reps on each leg. Each rep is carried out by standing on the ball of your foot (on a step), lowering slowly with one leg over a 2-3 second period (full range of motion), and then lifting back to the top with both feet quickly. These will help strengthen and stretch your calves.","","","2018-04-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2018-04-15","","58297.94140625","","","","","2.38994956016541","6.77600002288818","","","","131","155","","","0.617675946556002","103.27","80","12","24","23","4","0","","","","","","","","","","","","","","","",""
"Master's Swim","Swim","Swim with your master's group and summarize what you did in the notes","0.866666666666667","2743.19995117188","2018-04-16","","2275","","","","","0.634576947953966","0.995631475433942","","20","","","","","","0.270412711956575","1.25","","","","","","","","","","","","","","","","","","","","","",""
"Bodywork DAILY!","Other","Body work: 10 min foam rolling followed by 10 min of stretching Foam Roll 10 min - Light foam rolling, spending approximately 1-2 minutes on each of the following: -Calves -Soleus -IT bands -Hamstrings -Gluteals -Adductors -Lower back -Scapular muscles. Spend extra time on any particularly tight/painful areas. Be very careful not to roll on joints, or other areas with thin soft tissue cover. Stretching: Focus on targeting the flexibility of the glutes, hamstrings, quads, calves, and hipflexors. Ease into all stretching activities with muscles that are already warmed up. Hold all stretches for at least 30s.","0.333333333333333","","2018-04-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Recovery ZR Ride #3 (ZR/Z1 as you feel)","Bike","Start in ZR and work your way into Z1 if you feel good. Otherwise, stay in ZR.","1","","2018-04-17","","22353.01953125","95","170","349.052","","1.02027773857117","6.08500003814697","","79","","0","0","","","0.34016987491249","11.75","","","","","","","","","","","64","0","0","0","0","0","","","","","",""
"Recovery/Aerobic (ZR/Z1) Transition Run, as you feel","Run","Start your T run within 10 minutes after the bike ride. Start the run in ZR and descend pace (if you feel good) throughout the run into Z1. Finish toward the top of Z1.","0.5","","2018-04-17","","4797.5498046875","","","","","0.513157486915588","2.59699988365173","","78","","111","125","","","0.710418338953708","28.23","31","0","0","0","0","0","","","","","","","","","","","","","","","",""
"Aerobic Run (Z1)","Run","Zone 1 Run. Make sure you descend the pace by getting faster throughout the workout. Start at the lower end of zone 1 and work your way toward the top by the end of the workout.","0.833333333333333","","2018-04-18","","9741.169921875","","","","","0.916872203350067","2.95099997520447","","82","","138","170","","","0.787082503416119","62.83","11","4","37","4","0","0","","","","","","","","","","","","","","","",""
"TRX (custom routine)","Strength","All exercises for 2 sets of 10 reps. Take 30 seconds between exercises. - Single Leg Squat - Sprinters Start - TRX Suspended Lunge - Hamstring Curl - Atomic Push-up - Side Plank (work up to 30 seconds each side) - Plank (work up to 30 seconds) - TRX Back Extentions - Single Arm Rotating Row - Swimmers Pull - Standing Y 2 sets of 12 reps of: -Monster Walk -Eccentric Calf Raises","0.5","","2018-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Z1 Ride #2 (cadence ladder)","Bike","Warmup 10 minutes easy @ZR/Z1 Main Set/Body of Workout Ride aerobic zone 1. Include the following 20 minute protocol two times: 65 rpm, 3 min 100 rpm, 2 min 70 rpm, 3 min 105 rpm, 2 min 75 rpm, 3 min 110 rpm, 2 min 80 rpm, 3 min 2 minutes easy spinning Cool Down Ride any remaining time @ Z1 and 90rpm","1","","2018-04-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
